#,ML#,St,PT,Address,Zip Code ,Town,Sub Type,List Price,$,Deposit,Date Available,Beds Total,Heated SF /GBA,Sold Price,Agent Name,Office,Property_ID,Is_Duplicate,Heated SF,Year,Month,Day of Week,Season,Full Address,Price_Per_SF,Price_to_Deposit_Ratio,Price_Difference,Days_From_Month_Start,Price_Error,SF_Error,Beds_Error,Year_Month
2001,1169870,L,RNT,4097 Mahogany  Dr ,72704,Fayetteville,Single Family,1325,,1325.0,2021-01-05,3,1445,1325.0,Juanita Reeves ,"NWA Realty Group, LLC ",1570,False,1445.0,2021,1,1,1,"4097 Mahogany  Dr , Fayetteville, AR 72704",0.916955017301038,1.0,0.0,5,False,False,False,2021-01
2001,1162061,L,RNT,2363 Stonecrest  Dr ,72701,Fayetteville,Single Family,1325,,1325.0,2020-11-01,4,1914,1325.0,Jana-Wrenay Elkins ,Lindsey & Associates Inc ,802,False,1914.0,2020,11,6,4,"2363 Stonecrest  Dr , Fayetteville, AR 72701",0.6922675026123302,1.0,0.0,1,False,False,False,2020-11
2001,1158516,L,RNT,1276  N Cannondale  Dr ,72704,Fayetteville,Single Family,1325,,1325.0,2020-10-10,3,1494,1325.0,Juanita Reeves ,"NWA Realty Group, LLC ",190,False,1494.0,2020,10,5,4,"1276  N Cannondale  Dr , Fayetteville, AR 72704",0.8868808567603749,1.0,0.0,10,False,False,False,2020-10
2001,1146780,L,RNT,4679 Fairbanks ,72704,Fayetteville,Single Family,1400,,1400.0,2020-05-13,3,1310,1325.0,Shonnie Gilbreath ,McNaughton Real Estate ,1861,False,1310.0,2020,5,2,2,"4679 Fairbanks , Fayetteville, AR 72704",1.0687022900763359,1.0,-75.0,13,False,False,False,2020-05
2001,1145145,L,RNT,1297 Deerfield ,72701,Fayetteville,Single Family,1275,,1275.0,2020-05-18,3,1494,1325.0,Shonnie Gilbreath ,McNaughton Real Estate ,208,False,1494.0,2020,5,0,2,"1297 Deerfield , Fayetteville, AR 72701",0.8534136546184738,1.0,50.0,18,False,False,False,2020-05
2001,1139954,L,RNT,1260 Cannondale  Dr ,72704,Fayetteville,Single Family,1325,,,2020-02-24,3,1549,1325.0,Shonnie Gilbreath ,McNaughton Real Estate ,182,False,1549.0,2020,2,0,1,"1260 Cannondale  Dr , Fayetteville, AR 72704",0.855390574564235,,0.0,24,False,False,False,2020-02
2001,1138301,L,RNT,5018 Homespun  Dr ,72704,Fayetteville,Single Family,1325,,1325.0,2020-03-01,3,1900,1325.0,Juanita Reeves ,"NWA Realty Group, LLC ",1948,False,1900.0,2020,3,6,2,"5018 Homespun  Dr , Fayetteville, AR 72704",0.6973684210526315,1.0,0.0,1,False,False,False,2020-03
2001,1136230,L,RNT,1245  N Mission  Blvd ,72701,Fayetteville,Single Family,1325,,,2019-12-30,3,1676,1325.0,Shonnie Gilbreath ,McNaughton Real Estate ,172,True,1676.0,2019,12,0,1,"1245  N Mission  Blvd , Fayetteville, AR 72701",0.7905727923627685,,0.0,30,False,False,False,2019-12
2001,1133522,L,RNT,1689  N Oakhaven  Pl ,72704,Fayetteville,Single Family,1325,,,2019-11-25,3,1699,1325.0,Shonnie Gilbreath ,McNaughton Real Estate ,474,True,1699.0,2019,11,0,4,"1689  N Oakhaven  Pl , Fayetteville, AR 72704",0.7798705120659212,,0.0,25,False,False,False,2019-11
2001,1129915,L,RNT,50  N Benchmark  Ln ,72704,Fayetteville,Single Family,1300,,1300.0,2019-10-11,3,1358,1325.0,Shonnie Gilbreath ,McNaughton Real Estate ,1935,True,1358.0,2019,10,4,4,"50  N Benchmark  Ln , Fayetteville, AR 72704",0.9572901325478645,1.0,25.0,11,False,False,False,2019-10
2001,1099058,L,RNT,7050  S Pleasant Ridge  Dr ,72704,Fayetteville,Single Family,1325,,1300.0,2019-01-01,3,1306,1325.0,Dale Kelsey ,Lindsey & Associates ,2206,True,1306.0,2019,1,1,1,"7050  S Pleasant Ridge  Dr , Fayetteville, AR 72704",1.0145482388973965,1.0192307692307692,0.0,1,False,False,False,2019-01
2001,1087698,L,RNT,2676  N Barcelona  Ave ,72703,Fayetteville,Single Family,1325,,1325.0,2018-08-11,3,1349,1325.0,Blake Smith ,Lindsey & Associates ,979,False,1349.0,2018,8,5,3,"2676  N Barcelona  Ave , Fayetteville, AR 72703",0.9822090437361009,1.0,0.0,11,False,False,False,2018-08
2001,1085842,L,RNT,4318 Pecan  St ,72704,Fayetteville,Single Family,1325,,1375.0,2018-08-06,3,1563,1325.0,Tommi Perkins ,Keller Williams Market Pro Realty - Fayetteville ,1652,False,1563.0,2018,8,0,3,"4318 Pecan  St , Fayetteville, AR 72704",0.8477287268074216,0.9636363636363636,0.0,6,False,False,False,2018-08
2001,1082466,L,RNT,2641  N Villa  Blvd ,72703,Fayetteville,Single Family,1325,,1300.0,2018-08-01,3,1500,1325.0,John Mullins ,Lindsey & Associates ,945,True,1500.0,2018,8,2,3,"2641  N Villa  Blvd , Fayetteville, AR 72703",0.8833333333333333,1.0192307692307692,0.0,1,False,False,False,2018-08
2001,1080947,L,RNT,1811 Sinclair  Ave ,72701,Fayetteville,Single Family,1325,,1200.0,2018-05-24,3,2000,1325.0,John Mullins ,Lindsey & Associates ,558,False,2000.0,2018,5,3,2,"1811 Sinclair  Ave , Fayetteville, AR 72701",0.6625,1.1041666666666667,0.0,24,False,False,False,2018-05
2001,1071135,L,RNT,1229  S Apollo  Dr ,72701,Fayetteville,Single Family,1325,,1200.0,2018-04-01,4,1650,1325.0,John Mullins ,Lindsey & Associates ,150,True,1650.0,2018,4,6,2,"1229  S Apollo  Dr , Fayetteville, AR 72701",0.803030303030303,1.1041666666666667,0.0,1,False,False,False,2018-04
2001,1042312,L,RNT,236 Granada  St ,72703,Fayetteville,Single Family,1400,,1325.0,2017-10-01,3,1575,1325.0,Donald Meisner ,Lindsey & Associates ,799,False,1575.0,2017,10,6,4,"236 Granada  St , Fayetteville, AR 72703",0.8888888888888888,1.0566037735849056,-75.0,1,False,False,False,2017-10
2001,1210195,L,RNT,5061  W Colfax  Loop ,72704,Fayetteville,Single Family,1320,,1350.0,2022-02-17,3,1328,1320.0,Shonnie Gilbreath ,McNaughton Real Estate ,1972,False,1328.0,2022,2,3,1,"5061  W Colfax  Loop , Fayetteville, AR 72704",0.9939759036144579,0.9777777777777777,0.0,17,False,False,False,2022-02
2001,1174039,L,RNT,5061  W Colfax  Loop ,72704,Fayetteville,Single Family,1295,,1350.0,2021-02-08,3,1328,1320.0,Shonnie Gilbreath ,McNaughton Real Estate ,1972,True,1328.0,2021,2,0,1,"5061  W Colfax  Loop , Fayetteville, AR 72704",0.9751506024096386,0.9592592592592593,25.0,8,False,False,False,2021-02
2001,1138137,L,RNT,2221  W Lawson  St ,72703,Fayetteville,Single Family,1295,,1295.0,2020-01-28,3,1224,1320.0,The Duley Group ,Keller Williams Market Pro Realty Branch Office ,743,False,1224.0,2020,1,1,1,"2221  W Lawson  St , Fayetteville, AR 72703",1.0580065359477124,1.0,25.0,28,False,False,False,2020-01
2001,1234182,L,RNT,464  E Margaret  Pl ,72703,Fayetteville,Single Family,1300,,1300.0,2022-12-05,3,1300,1300.0,Blake Smith ,Lindsey & Associates Inc ,1851,False,1300.0,2022,12,0,1,"464  E Margaret  Pl , Fayetteville, AR 72703",1.0,1.0,0.0,5,False,False,False,2022-12
2001,1228280,L,RNT,1678  N Timberridge  Ct ,72704,Fayetteville,Single Family,1300,,1450.0,2022-09-01,2,836,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,465,False,836.0,2022,9,3,4,"1678  N Timberridge  Ct , Fayetteville, AR 72704",1.555023923444976,0.896551724137931,0.0,1,False,False,False,2022-09
2001,1227646,L,RNT,230 Olive ,72701,Fayetteville,Single Family,1300,,800.0,2022-09-15,4,1350,1300.0,Rebecca Oxford ,Mathias Real Estate ,762,False,1350.0,2022,9,3,4,"230 Olive , Fayetteville, AR 72701",0.9629629629629629,1.625,0.0,15,False,False,False,2022-09
2001,1223514,L,RNT,1155  S Craftsman  St ,72704,Fayetteville,Single Family,1300,,1150.0,2022-07-06,3,1116,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,95,False,1116.0,2022,7,2,3,"1155  S Craftsman  St , Fayetteville, AR 72704",1.1648745519713262,1.1304347826086956,0.0,6,False,False,False,2022-07
2001,1221462,L,RNT,4261  W Chaparral  Ln ,72704,Fayetteville,Single Family,1300,,1100.0,2022-06-14,3,1519,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1630,False,1519.0,2022,6,1,3,"4261  W Chaparral  Ln , Fayetteville, AR 72704",0.8558262014483212,1.1818181818181819,0.0,14,False,False,False,2022-06
2001,1220848,L,RNT,3192  W Woodfield  Wy ,72704,Fayetteville,Single Family,1300,,1250.0,2022-06-07,3,1161,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1261,False,1161.0,2022,6,1,3,"3192  W Woodfield  Wy , Fayetteville, AR 72704",1.119724375538329,1.04,0.0,7,False,False,False,2022-06
2001,1219290,L,RNT,3220 Woodridge  Dr ,72704,Fayetteville,Single Family,1300,,,2022-06-01,3,1276,1300.0,Nick Slagle ,Home Roots Property Management ,1289,False,1276.0,2022,6,2,3,"3220 Woodridge  Dr , Fayetteville, AR 72704",1.0188087774294672,,0.0,1,False,False,False,2022-06
2001,1217820,L,RNT,3886  W Lilac  Dr ,72704,Fayetteville,Single Family,1300,,1300.0,2022-05-13,3,1081,1300.0,Amber Squires ,Lindsey & Associates Inc ,1502,False,1081.0,2022,5,4,2,"3886  W Lilac  Dr , Fayetteville, AR 72704",1.2025901942645698,1.0,0.0,13,False,False,False,2022-05
2001,1216575,L,RNT,1978 Frazier  Ter ,72703,Fayetteville,Single Family,1300,,1300.0,2022-05-02,3,1300,1300.0,Jason Benham ,"Bassett Mix And Associates, Inc ",629,False,1300.0,2022,5,0,2,"1978 Frazier  Ter , Fayetteville, AR 72703",1.0,1.0,0.0,2,False,False,False,2022-05
2001,1211557,L,RNT,5038  W Claxton  Cir ,72704,Fayetteville,Single Family,1300,,1300.0,2022-03-08,3,2174,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1959,False,2174.0,2022,3,1,2,"5038  W Claxton  Cir , Fayetteville, AR 72704",0.5979760809567617,1.0,0.0,8,False,False,False,2022-03
2001,1211189,L,RNT,1908 Lawson  St ,72703,Fayetteville,Single Family,1300,,1300.0,2022-04-01,3,1240,1300.0,Trey Trumbo ,Lindsey & Associates Inc ,602,False,1240.0,2022,4,4,2,"1908 Lawson  St , Fayetteville, AR 72703",1.0483870967741935,1.0,0.0,1,False,False,False,2022-04
2001,1207125,L,RNT,1908 Lawson  St ,72703,Fayetteville,Single Family,1300,,1300.0,2022-02-01,3,1240,1300.0,Trey Trumbo ,Lindsey & Associates Inc ,602,True,1240.0,2022,2,1,1,"1908 Lawson  St , Fayetteville, AR 72703",1.0483870967741935,1.0,0.0,1,False,False,False,2022-02
2001,1205601,L,RNT,1245  N Mission  Blvd ,72701,Fayetteville,Single Family,1300,,1225.0,2021-12-22,3,1676,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,172,True,1676.0,2021,12,2,1,"1245  N Mission  Blvd , Fayetteville, AR 72701",0.7756563245823389,1.0612244897959184,0.0,22,False,False,False,2021-12
2001,1197276,L,RNT,1358  N Lewis  Ave ,72701,Fayetteville,Single Family,1300,,1400.0,2021-09-10,3,1430,1300.0,Jackson Williams ,Weichert REALTORS - The Griffin Company Springdale ,270,True,1430.0,2021,9,4,4,"1358  N Lewis  Ave , Fayetteville, AR 72701",0.9090909090909091,0.9285714285714286,0.0,10,False,False,False,2021-09
2001,1195491,L,RNT,1550  E 5Th  St ,72701,Fayetteville,Single Family,1300,,1300.0,2021-08-30,4,1372,1300.0,Metro Property Management ,Limbird Real Estate Group ,379,False,1372.0,2021,8,0,3,"1550  E 5Th  St , Fayetteville, AR 72701",0.9475218658892128,1.0,0.0,30,False,False,False,2021-08
2001,1194587,L,RNT,1238  N Turner  Ave ,72764,Fayetteville,Single Family,1300,,1000.0,2021-08-18,3,1300,1300.0,Sara Posey ,Collier & Associates ,164,False,1300.0,2021,8,2,3,"1238  N Turner  Ave , Fayetteville, AR 72764",1.0,1.3,0.0,18,False,False,False,2021-08
2001,1189414,L,RNT,1916 Albany  Ln ,72704,Fayetteville,Single Family,1300,,1300.0,2021-06-29,3,1295,1300.0,Michael Overton ,"M. Overton Realty and Property Management, LLC ",610,True,1295.0,2021,6,1,3,"1916 Albany  Ln , Fayetteville, AR 72704",1.0038610038610039,1.0,0.0,29,False,False,False,2021-06
2001,1187925,L,RNT,3192 Woodfield ,72704,Fayetteville,Single Family,1250,,1250.0,2021-06-11,3,1161,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1262,False,1161.0,2021,6,4,3,"3192 Woodfield , Fayetteville, AR 72704",1.0766580534022394,1.0,50.0,11,False,False,False,2021-06
2001,1187900,L,RNT,3123  W Woodfield ,72704,Fayetteville,Single Family,1275,,1275.0,2021-06-18,3,1119,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1225,False,1119.0,2021,6,4,3,"3123  W Woodfield , Fayetteville, AR 72704",1.1394101876675604,1.0,25.0,18,False,False,False,2021-06
2001,1183973,L,RNT,1591 Timberline  Dr ,72704,Fayetteville,Single Family,1300,,1300.0,2021-05-10,3,1179,1300.0,Kathy Ball ,Lindsey & Associates Inc ,392,False,1179.0,2021,5,0,2,"1591 Timberline  Dr , Fayetteville, AR 72704",1.1026293469041561,1.0,0.0,10,False,False,False,2021-05
2001,1183970,L,RNT,124  N Benchmark  Ln ,72704,Fayetteville,Single Family,1300,,1300.0,2021-05-10,3,1260,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,169,True,1260.0,2021,5,0,2,"124  N Benchmark  Ln , Fayetteville, AR 72704",1.0317460317460319,1.0,0.0,10,False,False,False,2021-05
2001,1182382,L,RNT,2668 Arroyo  Ave ,72703,Fayetteville,Single Family,1300,,1300.0,2021-05-03,3,1536,1300.0,Ellen Mitchell ,Crye-Leike REALTORS Fayetteville ,973,False,1536.0,2021,5,0,2,"2668 Arroyo  Ave , Fayetteville, AR 72703",0.8463541666666666,1.0,0.0,3,False,False,False,2021-05
2001,1181707,L,RNT,340 Double Springs  Rd ,72704,Fayetteville,Single Family,1300,,1000.0,2021-04-24,3,1152,1300.0,Michael Lyman ,Dan Hein Homes Realty ,1327,False,1152.0,2021,4,5,2,"340 Double Springs  Rd , Fayetteville, AR 72704",1.1284722222222223,1.3,0.0,24,False,False,False,2021-04
2001,1181197,L,RNT,230  N Olive  Ave ,72701,Fayetteville,Single Family,1300,,800.0,2021-08-13,4,1350,1300.0,Jeff Oxford ,Mathias Real Estate ,758,False,1350.0,2021,8,4,3,"230  N Olive  Ave , Fayetteville, AR 72701",0.9629629629629629,1.625,0.0,13,False,False,False,2021-08
2001,1180479,L,RNT,4218  W Divide  Dr ,72704,Fayetteville,Single Family,1300,,1300.0,2021-04-09,3,1335,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1614,True,1335.0,2021,4,4,2,"4218  W Divide  Dr , Fayetteville, AR 72704",0.9737827715355806,1.0,0.0,9,False,False,False,2021-04
2001,1180376,L,RNT,1384  S Splash  Dr ,72701,Fayetteville,Single Family,1300,,1300.0,2021-04-09,4,1460,1300.0,Blake Smith ,Lindsey & Associates Inc ,283,False,1460.0,2021,4,4,2,"1384  S Splash  Dr , Fayetteville, AR 72701",0.8904109589041096,1.0,0.0,9,False,False,False,2021-04
2001,1176641,L,RNT,5038  W Claxton  Cir ,72704,Fayetteville,Single Family,1300,,,2021-03-04,3,2174,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1959,True,2174.0,2021,3,3,2,"5038  W Claxton  Cir , Fayetteville, AR 72704",0.5979760809567617,,0.0,4,False,False,False,2021-03
2001,1174028,L,RNT,5653  W Fountain  St ,72704,Fayetteville,Single Family,1300,,1300.0,2021-02-08,3,1267,1300.0,JB & Associates ,eXp Realty NWA Branch ,2056,False,1267.0,2021,2,0,1,"5653  W Fountain  St , Fayetteville, AR 72704",1.0260457774269929,1.0,0.0,8,False,False,False,2021-02
2001,1170927,L,RNT,2531  N Tinas Crossing ,72701,Fayetteville,Single Family,1300,,1300.0,2021-02-08,4,1840,1300.0,Kelley Weir ,Platinum Properties of NWA ,887,False,1840.0,2021,2,0,1,"2531  N Tinas Crossing , Fayetteville, AR 72701",0.7065217391304348,1.0,0.0,8,False,False,False,2021-02
2001,1170026,L,RNT,1238  N Turner  Ave ,72764,Fayetteville,Single Family,1300,,0.0,2020-12-27,3,1300,1300.0,Sara Posey ,Collier & Associates ,164,True,1300.0,2020,12,6,1,"1238  N Turner  Ave , Fayetteville, AR 72764",1.0,inf,0.0,27,False,False,False,2020-12
2001,1169900,L,RNT,3115  W Old Farmington  Rd ,72704,Fayetteville,Single Family,1150,,800.0,2021-03-01,2,1334,1300.0,Danielle Dengler ,Mathias Real Estate ,1224,False,1334.0,2021,3,0,2,"3115  W Old Farmington  Rd , Fayetteville, AR 72704",0.8620689655172413,1.4375,150.0,1,False,False,False,2021-03
2001,1169244,L,RNT,3529  W Marsh  St ,72704,Fayetteville,Single Family,1300,,,2020-12-10,3,1658,1300.0,Non-MLS ,Non MLS Sales ,1394,False,1658.0,2020,12,3,1,"3529  W Marsh  St , Fayetteville, AR 72704",0.7840772014475271,,0.0,10,False,False,False,2020-12
2001,1167825,L,RNT,3034 Malinda  Dr ,72703,Fayetteville,Single Family,1300,,1450.0,2021-01-01,3,1258,1300.0,TJ Mohler ,Collier & Associates ,1146,True,1258.0,2021,1,4,1,"3034 Malinda  Dr , Fayetteville, AR 72703",1.0333863275039745,0.896551724137931,0.0,1,False,False,False,2021-01
2001,1167628,L,RNT,623  N Copernicus  Pl ,72704,Fayetteville,Single Family,1300,,800.0,2021-01-08,3,1731,1300.0,Jeff Oxford ,Mathias Real Estate ,2144,False,1731.0,2021,1,4,1,"623  N Copernicus  Pl , Fayetteville, AR 72704",0.7510109763142692,1.625,0.0,8,False,False,False,2021-01
2001,1167376,L,RNT,151  E South  St ,72701,Fayetteville,Single Family,1300,,1300.0,2020-11-25,2,1000,1300.0,Blake Smith ,Lindsey & Associates Inc ,354,False,1000.0,2020,11,2,4,"151  E South  St , Fayetteville, AR 72701",1.3,1.0,0.0,25,False,False,False,2020-11
2001,1167326,L,RNT,1857 Choctaw  Ct ,72701,Fayetteville,Single Family,1300,,1300.0,2020-12-05,3,1606,1300.0,Kelley Weir ,Platinum Properties of NWA ,581,True,1606.0,2020,12,5,1,"1857 Choctaw  Ct , Fayetteville, AR 72701",0.8094645080946451,1.0,0.0,5,False,False,False,2020-12
2001,1166593,L,RNT,1600 Shetland  Dr ,72704,Fayetteville,Single Family,1300,,1300.0,2020-12-01,3,1689,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,396,True,1689.0,2020,12,1,1,"1600 Shetland  Dr , Fayetteville, AR 72704",0.7696862048549438,1.0,0.0,1,False,False,False,2020-12
2001,1166243,L,RNT,1584  N Caddo  Ave ,72704,Fayetteville,Single Family,1300,,1300.0,2020-11-06,3,1492,1300.0,Blake Smith ,Lindsey & Associates Inc ,388,False,1492.0,2020,11,4,4,"1584  N Caddo  Ave , Fayetteville, AR 72704",0.871313672922252,1.0,0.0,6,False,False,False,2020-11
2001,1166238,L,RNT,2673  N Villa  Blvd ,72703,Fayetteville,Single Family,1300,,1300.0,2020-11-06,3,1357,1300.0,Blake Smith ,Lindsey & Associates Inc ,977,False,1357.0,2020,11,4,4,"2673  N Villa  Blvd , Fayetteville, AR 72703",0.9579955784819455,1.0,0.0,6,False,False,False,2020-11
2001,1164028,L,RNT,1237 Ivory Bill  Ln ,72701,Fayetteville,Single Family,1350,,1325.0,2020-12-01,3,1426,1300.0,Jacob Harr ,Harrris McHaney REALTORS ,163,False,1426.0,2020,12,1,1,"1237 Ivory Bill  Ln , Fayetteville, AR 72701",0.9467040673211781,1.0188679245283019,-50.0,1,False,False,False,2020-12
2001,1163772,L,RNT,3216  W Shale  St ,72704,Fayetteville,Single Family,1300,,1300.0,2020-10-15,3,1386,1300.0,Juanita Reeves ,"NWA Realty Group, LLC ",1285,False,1386.0,2020,10,3,4,"3216  W Shale  St , Fayetteville, AR 72704",0.937950937950938,1.0,0.0,15,False,False,False,2020-10
2001,1163579,L,RNT,3857 Mahogany  Dr ,72704,Fayetteville,Single Family,1300,,1000.0,2020-10-13,3,1324,1300.0,Vikki Parker ,Lindsey & Associates Inc ,1498,False,1324.0,2020,10,1,4,"3857 Mahogany  Dr , Fayetteville, AR 72704",0.9818731117824774,1.3,0.0,13,False,False,False,2020-10
2001,1163509,L,RNT,143  E South  St ,72701,Fayetteville,Single Family,1300,,1450.0,2020-10-12,2,1088,1300.0,Ruben Paulino ,Lindsey & Associates Inc ,313,False,1088.0,2020,10,0,4,"143  E South  St , Fayetteville, AR 72701",1.1948529411764706,0.896551724137931,0.0,12,False,False,False,2020-10
2001,1163451,L,RNT,3538  W Thames  Dr ,72704,Fayetteville,Single Family,1300,,1300.0,2020-11-01,3,1517,1300.0,Metro Property Management ,Limbird Real Estate Group ,1408,False,1517.0,2020,11,6,4,"3538  W Thames  Dr , Fayetteville, AR 72704",0.8569545154911009,1.0,0.0,1,False,False,False,2020-11
2001,1161583,L,RNT,1224  S Kingfisher  Ln ,72701,Fayetteville,Single Family,1300,,1300.0,2020-10-01,3,1337,1300.0,Chris Lee ,Lindsey & Associates Inc ,143,False,1337.0,2020,10,3,4,"1224  S Kingfisher  Ln , Fayetteville, AR 72701",0.9723261032161555,1.0,0.0,1,False,False,False,2020-10
2001,1160349,L,RNT,4400 Serviceberry  Dr ,72704,Fayetteville,Single Family,1300,,,2020-09-14,3,1497,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1714,False,1497.0,2020,9,0,4,"4400 Serviceberry  Dr , Fayetteville, AR 72704",0.8684034736138945,,0.0,14,False,False,False,2020-09
2001,1157855,L,RNT,3481  W Vassar  St ,72704,Fayetteville,Single Family,1300,,1300.0,2020-08-26,3,1353,1300.0,Blake Smith ,Lindsey & Associates Inc ,1371,True,1353.0,2020,8,2,3,"3481  W Vassar  St , Fayetteville, AR 72704",0.9608277900960828,1.0,0.0,26,False,False,False,2020-08
2001,1154577,L,RNT,1550  S Tallgrass  Dr ,72701,Fayetteville,Single Family,1300,,,2020-08-01,3,1701,1300.0,John Mullins ,Lindsey & Associates Inc ,380,True,1701.0,2020,8,5,3,"1550  S Tallgrass  Dr , Fayetteville, AR 72701",0.7642563198118754,,0.0,1,False,False,False,2020-08
2001,1154495,L,RNT,1311 Scissortail  Ln ,72701,Fayetteville,Single Family,1300,,1300.0,2020-07-25,3,1234,1300.0,Gina Swanson ,Urban Cottage ,224,False,1234.0,2020,7,5,3,"1311 Scissortail  Ln , Fayetteville, AR 72701",1.053484602917342,1.0,0.0,25,False,False,False,2020-07
2001,1153973,L,RNT,4953 Ponca  St ,72704,Fayetteville,Single Family,1300,,1300.0,2020-07-29,3,1496,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1930,True,1496.0,2020,7,2,3,"4953 Ponca  St , Fayetteville, AR 72704",0.8689839572192514,1.0,0.0,29,False,False,False,2020-07
2001,1153830,L,RNT,1224  S Kingfisher  Ln ,72701,Fayetteville,Single Family,1300,,1300.0,2020-08-01,3,1337,1300.0,Chris Lee ,Lindsey & Associates Inc ,143,True,1337.0,2020,8,5,3,"1224  S Kingfisher  Ln , Fayetteville, AR 72701",0.9723261032161555,1.0,0.0,1,False,False,False,2020-08
2001,1151086,L,RNT,135  S South  St ,72701,Fayetteville,Single Family,1300,,1450.0,2020-06-25,2,1088,1300.0,Blake Smith ,Lindsey & Associates Inc ,258,False,1088.0,2020,6,3,3,"135  S South  St , Fayetteville, AR 72701",1.1948529411764706,0.896551724137931,0.0,25,False,False,False,2020-06
2001,1148662,L,RNT,4425  W Serviceberry  Dr ,72704,Fayetteville,Single Family,1300,,1250.0,2020-07-01,3,1376,1300.0,Chris Lee ,Lindsey & Associates Inc ,1728,False,1376.0,2020,7,2,3,"4425  W Serviceberry  Dr , Fayetteville, AR 72704",0.9447674418604651,1.04,0.0,1,False,False,False,2020-07
2001,1148639,L,RNT,1284 Cannondale  Dr ,72704,Fayetteville,Single Family,1300,,1300.0,2020-06-07,3,1442,1300.0,Arlene Urquizu and Associates ,Collier & Associates ,197,False,1442.0,2020,6,6,3,"1284 Cannondale  Dr , Fayetteville, AR 72704",0.9015256588072122,1.0,0.0,7,False,False,False,2020-06
2001,1148527,L,RNT,3480 Buckeye  St ,72704,Fayetteville,Single Family,1300,,1300.0,2020-06-05,3,1206,1300.0,Blake Smith ,Lindsey & Associates Inc ,1370,True,1206.0,2020,6,4,3,"3480 Buckeye  St , Fayetteville, AR 72704",1.077943615257048,1.0,0.0,5,False,False,False,2020-06
2001,1148249,L,RNT,4391 Holiday  Dr ,72701,Fayetteville,Single Family,1300,,,2020-06-02,3,1574,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1707,True,1574.0,2020,6,1,3,"4391 Holiday  Dr , Fayetteville, AR 72701",0.8259212198221093,,0.0,2,False,False,False,2020-06
2001,1147879,L,RNT,4389 Holiday  Dr ,72701,Fayetteville,Single Family,1300,,,2020-06-08,3,1574,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,1699,False,1574.0,2020,6,0,3,"4389 Holiday  Dr , Fayetteville, AR 72701",0.8259212198221093,,0.0,8,False,False,False,2020-06
2001,1147872,L,RNT,1958 Cannondale  Dr ,72704,Fayetteville,Single Family,1475,,1475.0,2020-06-08,3,1690,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,624,True,1690.0,2020,6,0,3,"1958 Cannondale  Dr , Fayetteville, AR 72704",0.8727810650887574,1.0,-175.0,8,False,False,False,2020-06
2001,1147754,L,RNT,5051  W Colfax  Loop ,72704,Fayetteville,Single Family,1300,,1300.0,2020-05-28,3,1310,1300.0,Blake Smith ,Lindsey & Associates Inc ,1969,False,1310.0,2020,5,3,2,"5051  W Colfax  Loop , Fayetteville, AR 72704",0.9923664122137404,1.0,0.0,28,False,False,False,2020-05
2001,1147163,L,RNT,4739  W Hoover  Loop ,72704,Fayetteville,Single Family,1300,,1300.0,2020-05-18,3,1426,1300.0,Chris Lee ,Lindsey & Associates Inc ,1872,False,1426.0,2020,5,0,2,"4739  W Hoover  Loop , Fayetteville, AR 72704",0.9116409537166901,1.0,0.0,18,False,False,False,2020-05
2001,1146930,L,RNT,124  N Benchmark ,72704,Fayetteville,Single Family,1300,,,2020-05-14,3,1349,1300.0,Shonnie Gilbreath ,McNaughton Real Estate ,168,False,1349.0,2020,5,3,2,"124  N Benchmark , Fayetteville, AR 72704",0.9636767976278725,,0.0,14,False,False,False,2020-05
2001,1146676,L,RNT,1337  S Blue Willow  Ave ,72701,Fayetteville,Single Family,1300,,1200.0,2020-07-01,3,1800,1300.0,John Mullins ,Lindsey & Associates Inc ,250,False,1800.0,2020,7,2,3,"1337  S Blue Willow  Ave , Fayetteville, AR 72701",0.7222222222222222,1.0833333333333333,0.0,1,False,False,False,2020-07
2001,1146658,L,RNT,1633 Tally Ho  Dr ,72701,Fayetteville,Single Family,1300,,1400.0,2020-05-11,3,1499,1300.0,Erica Huie ,Arkansas Real Estate Group Fayetteville ,432,True,1499.0,2020,5,0,2,"1633 Tally Ho  Dr , Fayetteville, AR 72701",0.867244829886591,0.9285714285714286,0.0,11,False,False,False,2020-05
